Device: HNL274 Date: 2020-02-14
Name;ID;Reg ID;Menu;Type;User rights;Nonvolatile;Min value;Max value;Short name;Print format;Name;Value
SY4000  ;$20;$43;$3B;u8;AUS;NV;0;15;MuxSetConf25;[0,1,Post-count,Fine del0,Fine del1,Fine del2,Fine del3,Fine del4,Fine del5,Coarse del6,Coarse del7,Trigger,Latch SET,GATE,nGATE,Delayed res];Mux set conf 2, block 5;Fine del5
SY4000  ;$20;$44;$3B;u8;AUS;NV;0;15;MuxResConf15;[0,1,Post-count,Fine del0,Fine del1,Fine del2,Fine del3,Fine del4,Fine del5,Coarse del6,Coarse del7,Trigger,Latch RES,GATE,nGATE,Delayed set];Mux res conf 1, block 5;0
SY4000  ;$20;$45;$3B;u8;AUS;NV;0;15;MuxResConf25;[0,1,Post-count,Fine del0,Fine del1,Fine del2,Fine del3,Fine del4,Fine del5,Coarse del6,Coarse del7,Trigger,Latch RES,GATE,nGATE,Delayed set];Mux res conf 2, block 5;Post-count
SY4000  ;$20;$46;$3B;u8;AUS;NV;0;15;MuxSetConf16;[0,1,Post-count,Fine del0,Fine del1,Fine del2,Fine del3,Fine del4,Fine del5,Coarse del6,Coarse del7,Trigger,Latch SET,GATE,nGATE,Delayed res];Mux set conf 1, block 6;0
SY4000  ;$20;$47;$3B;u8;AUS;NV;0;15;MuxSetConf26;[0,1,Post-count,Fine del0,Fine del1,Fine del2,Fine del3,Fine del4,Fine del5,Coarse del6,Coarse del7,Trigger,Latch SET,GATE,nGATE,Delayed res];Mux set conf 2, block 6;Coarse del6
SY4000  ;$20;$48;$3B;u8;AUS;NV;0;15;MuxResConf16;[0,1,Post-count,Fine del0,Fine del1,Fine del2,Fine del3,Fine del4,Fine del5,Coarse del6,Coarse del7,Trigger,Latch RES,GATE,nGATE,Delayed set];Mux res conf 1, block 6;0
SY4000  ;$20;$49;$3B;u8;AUS;NV;0;15;MuxResConf26;[0,1,Post-count,Fine del0,Fine del1,Fine del2,Fine del3,Fine del4,Fine del5,Coarse del6,Coarse del7,Trigger,Latch RES,GATE,nGATE,Delayed set];Mux res conf 2, block 6;Post-count
SY4000  ;$20;$4A;$3B;u8;AUS;NV;0;15;MuxSetConf17;[0,1,Post-count,Fine del0,Fine del1,Fine del2,Fine del3,Fine del4,Fine del5,Coarse del6,Coarse del7,Trigger,Latch SET,GATE,nGATE,Delayed res];Mux set conf 1, block 7;0
SY4000  ;$20;$4B;$3B;u8;AUS;NV;0;15;MuxSetConf27;[0,1,Post-count,Fine del0,Fine del1,Fine del2,Fine del3,Fine del4,Fine del5,Coarse del6,Coarse del7,Trigger,Latch SET,GATE,nGATE,Delayed res];Mux set conf 2, block 7;Coarse del7
SY4000  ;$20;$4C;$3B;u8;AUS;NV;0;15;MuxResConf17;[0,1,Post-count,Fine del0,Fine del1,Fine del2,Fine del3,Fine del4,Fine del5,Coarse del6,Coarse del7,Trigger,Latch RES,GATE,nGATE,Delayed set];Mux res conf 1, block 7;0
SY4000  ;$20;$4D;$3B;u8;AUS;NV;0;15;MuxResConf27;[0,1,Post-count,Fine del0,Fine del1,Fine del2,Fine del3,Fine del4,Fine del5,Coarse del6,Coarse del7,Trigger,Latch RES,GATE,nGATE,Delayed set];Mux res conf 2, block 7;Post-count
SY4000  ;$20;$7A;$3B;u8;AUS;NV;0;3;MuxOut2;[lOUT2,lOUT2 and OUT1,lOUT2 or OUT1,not OUT1];OUT2 mux;lOUT2
SY4000  ;$20;$7B;$3B;u8;AUS;NV;0;3;MuxOut3;[lOUT3,lOUT3 and OUT2,lOUT3 or OUT2,not OUT2];OUT3 mux;lOUT3
SY4000  ;$20;$7C;$3B;u8;AUS;NV;0;3;MuxOut4;[lOUT4,lOUT4 and OUT3,lOUT4 or OUT3,not OUT3];OUT4 mux;lOUT4
SY4000  ;$20;$7D;$3B;u8;AUS;NV;0;3;MuxOut5;[lOUT5,lOUT5 and OUT4,lOUT5 or OUT4,not OUT4];OUT5 mux;lOUT5
SY4000  ;$20;$4E;$3B;u8;AUS;NV;0;15;MuxTrg1Out;[nbOUT0,nbOUT1,nbOUT2,nbOUT3,nbOUT4,nbOUT5,nbOUT6,nbOUT7,OPTCLK,OPCLK div 2,t1,t2,t3,t4,t5,t6];Mux TRIG1 OUT;nbOUT0
SY4000  ;$20;$4F;$3B;u8;AUS;NV;0;9;MuxPreT;[nbOUT0,nbOUT1,nbOUT2,nbOUT3,nbOUT4,nbOUT5,nbOUT6,nbOUT7,OPTCLK,OPCLK div 2];Mux PRET OUT;nbOUT0
SY4000  ;$20;$50;$3B;u8;AUS;NV;0;7;MuxDAC;[nbOUT0,nbOUT1,nbOUT2,nbOUT3,nbOUT4,nbOUT5,nbOUT6,nbOUT7];Mux DAC CS;nbOUT0
SY4000  ;$20;$51;$3B;u8;AUS;NV;0;7;MuxACQ;[nbOUT0,nbOUT1,nbOUT2,nbOUT3,nbOUT4,nbOUT5,nbOUT6,nbOUT7];Mux ACQ out;nbOUT0
SY4000  ;$20;$52;$3B;u8;AUS;NV;0;6;MuxConfSw;[0,1,Burst,nBurst,F div,GATE,nGATE];Mux Conf switch;1
SY4000  ;$20;$53;$3B;u8;AUS;NV;0;3;MuxBurstT;[SYNCIN,GATE,nGATE,One shot burst];Mux Burst trigger;SYNCIN
SY4000  ;$20;$54;$3B;u8;AUS;NV;0;5;MuxStartTrg;[Rate divider,Rate div@OPTCLK,SYNCIN,SYNCIN@OPTCLK,One shot trig,One shot smart];Mux Trigger;Rate divider
SY4000  ;$20;$55;$3B;u8;AUS;NV;0;3;MuxRateClk;[Internal,OPTCLK,OPTCLKdiv2,SYNCIN];Mux Rate divider source;Internal
SY4000  ;$20;$20;$B;u32;AUrSr;NV;1;2147483647;Ratediv;%u;Rate divider;1000000
SY4000  ;$20;$12;$B;u32;AUS;NV;1;18000;Ndiv;%u;PLL2 N divider;30
SY4000  ;$20;$FF;$10;;;;;;;;Setup;
SY4000  ;$20;$75;$11;u8;AS;NV;0;1;OscClkMux;[Internal 100Mhz,External];Optical clock mux;Internal 100Mhz
SY4000  ;$20;$11;$11;u8;AS;NV;10;100;OscClock;%uMHz;Oscilator clock;100
SY4000  ;$20;$22;$11;u8;AS;NV;0;1;SyncRPhase;%u;/SYNC Phase;0
SY4000  ;$20;$65;$11;u8;A;NV;0;1;FltTmin;[OFF,ON];Fault on T<Tmin;OFF
SY4000  ;$20;$66;$11;u8;A;NV;0;1;FltTmax;[OFF,ON];Fault on T>Tmax;OFF
SY4000  ;$20;$67;$11;u8;A;NV;0;1;LimTmin;[OFF,ON];Limit to T<Tmin;OFF
SY4000  ;$20;$68;$11;u8;A;NV;0;1;LimTmax;[OFF,ON];Limit to T>Tmax;OFF
SY4000  ;$20;$7F;$11;u8;A;NV;0;1;NoBurstSync;[OFF,ON];Disable trig-synchronous burst;OFF
SY4000  ;$20;$FF;$60;;;;;;;;Counters;
SY4000  ;$20;$76;$11;u32;ArUrSr;;0;0;OscInF;%.2fkHz;CLK IN frequency;100000.00
SY4000  ;$20;$77;$11;u32;ArUrSr;;0;0;SYNCINF;%.2fkHz;SYNC IN frequency;0.00
SY4000  ;$20;$78;$11;u32;ArUrSr;;0;0;SYNCINP;%u 10ns;SYNC IN period;3
SY4000  ;$20;$79;$11;u32;ArUrSr;;0;0;SYNCIN1DL;%u 10ns;SYNCIN1 delay;0
SY4000  ;$20;$15;$11;u32;ArUrSr;;0;0;OptClk;%uHz;PLL2 frequency;99986624
SY4000  ;$20;$FF;$20;;;;;;;;CPLD version;
SY4000  ;$20;$23;$23;str8;ArUrSr;;0;0;CPLDVer0;%s;CPLD Version string;SY4000  
SY4000  ;$20;$24;$23;u32;ArUrSr;;0;4294967295;CPLDVer1;%u;CPLD Version number;0
SY4000  ;$20;$25;$23;u32;ArUrSr;;0;4294967295;CPLDate;%u;CPLD date code;170315
SY4000  ;$20;$64;$E;u32;ArSr;;0;0;LMKid;%0x;LMK id ID_PROD:ID_MASKREV;D05B0020
SY4000  ;$20;$21;$E;u8;A;;0;1;Calibrate;%u;Trigger calibrate LMK;0
SY4000  ;$20;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware SY4000;190221
HV40W   ;$28;$FF;$0;;;;;;;;;
HV40W   ;$28;$10;$1;u8;AUS;NV;0;1;Pwr;[OFF,ON];Power switch;OFF
HV40W   ;$28;$11;$2;u16;AUrS;NV;0;4000;SHV;%uV;Set HV voltage;0
HV40W   ;$28;$12;$3;u16;ArUrSr;;0;4000;HV;%uV;HV voltage;11
HV40W   ;$28;$13;$4;u16;ArUrSr;;0;4092;IHV;%.2fmA;HV current;0.02
HV40W   ;$28;$15;$6;u8;ArUrSr;;0;1;Enab;[OFF,ON];HV supply enabled;ON
HV40W   ;$28;$16;$7;u8;ArUrSr;;0;2;OK;[OFF,OK,BURST];Power circuit status;OFF
HV40W   ;$28;$17;$8;u8;ArUrSr;;0;1;CL;[Current Limit,OK];Current limit status;OK
HV40W   ;$28;$FF;$10;;;;;;;;Calibrate;
HV40W   ;$28;$18;$11;u16;ASr;NV;5;1200;IHL;%.1fmA;Current limit;2.5
HV40W   ;$28;$19;$12;s16;ASr;NV;-32767;32767;CHV;%d;Calibrate HV voltage;280
HV40W   ;$28;$1A;$13;s16;ASr;NV;-32767;32767;CDHV;%d;Calibrate display HV voltage;-1500
HV40W   ;$28;$14;$14;u16;ASr;NV;100;40000;Ki;%.1fV/A;Current sensor constant;473.0
HV40W   ;$28;$1C;$16;u16;ASr;NV;0;4000;SHVLim;%uV;High Voltage Limit;4000
HV40W   ;$28;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Version HV40W;121114
SHG1    ;$2C;$FF;$0;;;;;;;;;
SHG1    ;$2C;$10;$0;u8;AUS;NV;0;1;State;[OFF,ON];Power;ON
SHG1    ;$2C;$11;$0;s16;ArUrSr;;-32768;32767;Tdisp;%.2fC;Display temperature;49.89
SHG1    ;$2C;$12;$0;s16;AUrS;NV;-2300;26600;Tset;%.2fC;Set temperature;49.90
SHG1    ;$2C;$13;$0;u8;ArUrSr;;0;1;State;[Not Stable,Stable];Stable;Stable
SHG1    ;$2C;$FF;$10;;;;;;;;Setup;
SHG1    ;$2C;$14;$11;s16;AUrSr;NV;0;26600;TsetMax;%.2fC;Set temperature limit;70.00
SHG1    ;$2C;$15;$11;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Kp;%g;Kp;8.5
SHG1    ;$2C;$16;$11;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Ki;%g;Ki;1.25
SHG1    ;$2C;$17;$11;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Kd;%g;Kd;5.22980213165283
SHG1    ;$2C;$18;$11;u8;A;;0;1;Manual;[OFF,ON];Manual control;OFF
SHG1    ;$2C;$19;$11;u16;ASr;;0;1023;PWMVal;%u;PWM duty cycle;0
SHG1    ;$2C;$1A;$11;u16;A;NV;0;1023;PWMValMax;%u;PWM duty cycle limit;1023
SHG1    ;$2C;$1B;$11;u16;AS;NV;1;1000;StabWnd;%.2f C;Stability window;0.07
SHG1    ;$2C;$1C;$11;u16;AS;NV;0;120;StabTim;%u s;Time to stay in window before considered stable;30
SHG1    ;$2C;$1D;$11;u8;A;;0;20;RepRate;%u;Reporting rate;20
SHG1    ;$2C;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware TK6;151013
SHG2    ;$2D;$FF;$0;;;;;;;;;
SHG2    ;$2D;$10;$0;u8;AUS;NV;0;1;State;[OFF,ON];Power;ON
SHG2    ;$2D;$11;$0;s16;ArUrSr;;-32768;32767;Tdisp;%.2fC;Display temperature;47.85
SHG2    ;$2D;$12;$0;s16;AUrS;NV;-2300;26600;Tset;%.2fC;Set temperature;47.85
SHG2    ;$2D;$13;$0;u8;ArUrSr;;0;1;State;[Not Stable,Stable];Stable;Stable
SHG2    ;$2D;$FF;$10;;;;;;;;Setup;
SHG2    ;$2D;$14;$11;s16;AUrSr;NV;0;26600;TsetMax;%.2fC;Set temperature limit;70.00
SHG2    ;$2D;$15;$11;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Kp;%g;Kp;8.5
SHG2    ;$2D;$16;$11;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Ki;%g;Ki;1.25
SHG2    ;$2D;$17;$11;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Kd;%g;Kd;5.22980213165283
SHG2    ;$2D;$18;$11;u8;A;;0;1;Manual;[OFF,ON];Manual control;OFF
SHG2    ;$2D;$19;$11;u16;ASr;;0;1023;PWMVal;%u;PWM duty cycle;0
SHG2    ;$2D;$1A;$11;u16;A;NV;0;1023;PWMValMax;%u;PWM duty cycle limit;1023
SHG2    ;$2D;$1B;$11;u16;AS;NV;1;1000;StabWnd;%.2f C;Stability window;0.07
SHG2    ;$2D;$1C;$11;u16;AS;NV;0;120;StabTim;%u s;Time to stay in window before considered stable;30
SHG2    ;$2D;$1D;$11;u8;A;;0;20;RepRate;%u;Reporting rate;20
SHG2    ;$2D;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware TK6;151013
FHG1    ;$2E;$FF;$0;;;;;;;;;
FHG1    ;$2E;$10;$0;u8;AUS;NV;0;1;State;[OFF,ON];Power;ON
FHG1    ;$2E;$11;$0;s16;ArUrSr;;-32768;32767;Tdisp;%.2fC;Display temperature;51.19
FHG1    ;$2E;$12;$0;s16;AUrS;NV;-2300;26600;Tset;%.2fC;Set temperature;51.20
FHG1    ;$2E;$13;$0;u8;ArUrSr;;0;1;State;[Not Stable,Stable];Stable;Stable
FHG1    ;$2E;$FF;$10;;;;;;;;Setup;
FHG1    ;$2E;$14;$11;s16;AUrSr;NV;0;26600;TsetMax;%.2fC;Set temperature limit;70.00
FHG1    ;$2E;$15;$11;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Kp;%g;Kp;8.5
FHG1    ;$2E;$16;$11;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Ki;%g;Ki;1.25
FHG1    ;$2E;$17;$11;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Kd;%g;Kd;5.22980213165283
FHG1    ;$2E;$18;$11;u8;A;;0;1;Manual;[OFF,ON];Manual control;OFF
FHG1    ;$2E;$19;$11;u16;ASr;;0;1023;PWMVal;%u;PWM duty cycle;1023
FHG1    ;$2E;$1A;$11;u16;A;NV;0;1023;PWMValMax;%u;PWM duty cycle limit;1023
FHG1    ;$2E;$1B;$11;u16;AS;NV;1;1000;StabWnd;%.2f C;Stability window;0.07
FHG1    ;$2E;$1C;$11;u16;AS;NV;0;120;StabTim;%u s;Time to stay in window before considered stable;30
FHG1    ;$2E;$1D;$11;u8;A;;0;20;RepRate;%u;Reporting rate;20
FHG1    ;$2E;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware TK6;151013
__license:6d326d0c052d520b41344f71c75605ba
